"fauci","cc","network","show","week","year","network2","week2","cnn","msnbc","log_cc","cnn_times_week2","msnbc_times_week2","show_id"
0,3,"cnn","New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",46,2020,"cnn",37,1,0,1.09861228866811,37,0,34
0,7,"cnn","New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",47,2020,"cnn",38,1,0,1.94591014905531,38,0,34
0,8,"cnn","New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",49,2020,"cnn",40,1,0,2.07944154167984,40,0,34
0,2,"cnn","New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",50,2020,"cnn",41,1,0,0.693147180559945,41,0,34
0,4,"cnn","New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",51,2020,"cnn",42,1,0,1.38629436111989,42,0,34
0,3,"cnn","New_Day_Weekend_With_Victor_Blackwell_and_Christi_Paul",52,2020,"cnn",43,1,0,1.09861228866811,43,0,34
0,6,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",10,2020,"cnn",1,1,0,1.79175946922805,1,0,35
0,8,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",11,2020,"cnn",2,1,0,2.07944154167984,2,0,35
0,19,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",12,2020,"cnn",3,1,0,2.94443897916644,3,0,35
0,4,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",13,2020,"cnn",4,1,0,1.38629436111989,4,0,35
1,9,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",14,2020,"cnn",5,1,0,2.19722457733622,5,0,35
0,5,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",15,2020,"cnn",6,1,0,1.6094379124341,6,0,35
0,7,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",16,2020,"cnn",7,1,0,1.94591014905531,7,0,35
0,12,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",17,2020,"cnn",8,1,0,2.484906649788,8,0,35
0,3,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",18,2020,"cnn",9,1,0,1.09861228866811,9,0,35
0,15,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",19,2020,"cnn",10,1,0,2.70805020110221,10,0,35
0,6,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",20,2020,"cnn",11,1,0,1.79175946922805,11,0,35
0,1,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",21,2020,"cnn",12,1,0,0,12,0,35
0,1,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",22,2020,"cnn",13,1,0,0,13,0,35
0,2,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",23,2020,"cnn",14,1,0,0.693147180559945,14,0,35
0,4,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",24,2020,"cnn",15,1,0,1.38629436111989,15,0,35
0,2,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",25,2020,"cnn",16,1,0,0.693147180559945,16,0,35
0,1,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",26,2020,"cnn",17,1,0,0,17,0,35
0,3,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",27,2020,"cnn",18,1,0,1.09861228866811,18,0,35
2,11,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",28,2020,"cnn",19,1,0,2.39789527279837,19,0,35
2,15,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",29,2020,"cnn",20,1,0,2.70805020110221,20,0,35
0,5,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",30,2020,"cnn",21,1,0,1.6094379124341,21,0,35
0,4,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",31,2020,"cnn",22,1,0,1.38629436111989,22,0,35
1,5,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",32,2020,"cnn",23,1,0,1.6094379124341,23,0,35
0,6,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",33,2020,"cnn",24,1,0,1.79175946922805,24,0,35
0,5,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",34,2020,"cnn",25,1,0,1.6094379124341,25,0,35
0,5,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",35,2020,"cnn",26,1,0,1.6094379124341,26,0,35
0,7,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",38,2020,"cnn",29,1,0,1.94591014905531,29,0,35
0,2,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",39,2020,"cnn",30,1,0,0.693147180559945,30,0,35
0,13,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",40,2020,"cnn",31,1,0,2.56494935746154,31,0,35
0,11,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",41,2020,"cnn",32,1,0,2.39789527279837,32,0,35
0,7,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",42,2020,"cnn",33,1,0,1.94591014905531,33,0,35
0,7,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",43,2020,"cnn",34,1,0,1.94591014905531,34,0,35
0,11,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",44,2020,"cnn",35,1,0,2.39789527279837,35,0,35
0,13,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",46,2020,"cnn",37,1,0,2.56494935746154,37,0,35
0,11,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",47,2020,"cnn",38,1,0,2.39789527279837,38,0,35
0,4,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",48,2020,"cnn",39,1,0,1.38629436111989,39,0,35
0,7,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",49,2020,"cnn",40,1,0,1.94591014905531,40,0,35
0,1,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",50,2020,"cnn",41,1,0,0,41,0,35
0,12,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",51,2020,"cnn",42,1,0,2.484906649788,42,0,35
0,16,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",52,2020,"cnn",43,1,0,2.77258872223978,43,0,35
0,5,"cnn","New_Day_With_Alisyn_Camerota_and_John_Berman",53,2020,"cnn",44,1,0,1.6094379124341,44,0,35
0,3,"cnn","Reliable_Sources_with_Brian_Stelter",18,2020,"cnn",9,1,0,1.09861228866811,9,0,36
0,3,"cnn","Reliable_Sources_with_Brian_Stelter",20,2020,"cnn",11,1,0,1.09861228866811,11,0,36
0,1,"cnn","Reliable_Sources_with_Brian_Stelter",21,2020,"cnn",12,1,0,0,12,0,36
0,2,"cnn","Reliable_Sources_with_Brian_Stelter",25,2020,"cnn",16,1,0,0.693147180559945,16,0,36
0,4,"cnn","Reliable_Sources_with_Brian_Stelter",28,2020,"cnn",19,1,0,1.38629436111989,19,0,36
0,1,"cnn","Reliable_Sources_with_Brian_Stelter",43,2020,"cnn",34,1,0,0,34,0,36
0,4,"cnn","Reliable_Sources_with_Brian_Stelter",45,2020,"cnn",36,1,0,1.38629436111989,36,0,36
0,9,"cnn","S._E._Cupp_Unfiltered",11,2020,"cnn",2,1,0,2.19722457733622,2,0,37
0,1,"cnn","Smerconish",13,2020,"cnn",4,1,0,0,4,0,38
0,2,"cnn","Smerconish",15,2020,"cnn",6,1,0,0.693147180559945,6,0,38
0,1,"cnn","Smerconish",21,2020,"cnn",12,1,0,0,12,0,38
0,2,"cnn","Smerconish",36,2020,"cnn",27,1,0,0.693147180559945,27,0,38
0,2,"cnn","Smerconish",51,2020,"cnn",42,1,0,0.693147180559945,42,0,38
0,1,"cnn","Smerconish",52,2020,"cnn",43,1,0,0,43,0,38
0,2,"cnn","State_of_the_Union_With_Jake_Tapper",15,2020,"cnn",6,1,0,0.693147180559945,6,0,39
0,14,"cnn","State_of_the_Union_With_Jake_Tapper",16,2020,"cnn",7,1,0,2.63905732961526,7,0,39
0,3,"cnn","State_of_the_Union_With_Jake_Tapper",19,2020,"cnn",10,1,0,1.09861228866811,10,0,39
0,7,"cnn","State_of_the_Union_With_Jake_Tapper",20,2020,"cnn",11,1,0,1.94591014905531,11,0,39
0,2,"cnn","State_of_the_Union_With_Jake_Tapper",25,2020,"cnn",16,1,0,0.693147180559945,16,0,39
0,8,"cnn","State_of_the_Union_With_Jake_Tapper",28,2020,"cnn",19,1,0,2.07944154167984,19,0,39
0,11,"cnn","State_of_the_Union_With_Jake_Tapper",29,2020,"cnn",20,1,0,2.39789527279837,20,0,39
0,2,"cnn","State_of_the_Union_With_Jake_Tapper",31,2020,"cnn",22,1,0,0.693147180559945,22,0,39
0,3,"cnn","State_of_the_Union_With_Jake_Tapper",40,2020,"cnn",31,1,0,1.09861228866811,31,0,39
0,12,"cnn","State_of_the_Union_With_Jake_Tapper",42,2020,"cnn",33,1,0,2.484906649788,33,0,39
0,10,"cnn","State_of_the_Union_With_Jake_Tapper",43,2020,"cnn",34,1,0,2.30258509299405,34,0,39
0,2,"cnn","State_of_the_Union_With_Jake_Tapper",44,2020,"cnn",35,1,0,0.693147180559945,35,0,39
0,3,"cnn","State_of_the_Union_With_Jake_Tapper",45,2020,"cnn",36,1,0,1.09861228866811,36,0,39
0,3,"cnn","State_of_the_Union_With_Jake_Tapper",51,2020,"cnn",42,1,0,1.09861228866811,42,0,39
11,33,"cnn","State_of_the_Union_With_Jake_Tapper",52,2020,"cnn",43,1,0,3.49650756146648,43,0,39
0,13,"cnn","The_ABCs_of_Back_to_School_A_CNNSesame_Street_Town_Hall_for_Families",37,2020,"cnn",28,1,0,2.56494935746154,28,0,40
2,9,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Families",51,2020,"cnn",42,1,0,2.19722457733622,42,0,41
0,22,"cnn","The_ABCs_of_Covid-19_A_CNNSesame_Street_Town_Hall_for_Kids_and_Parents",17,2020,"cnn",8,1,0,3.09104245335832,8,0,42
0,12,"cnn","The_Color_of_COVID",16,2020,"cnn",7,1,0,2.484906649788,7,0,43
0,11,"cnn","The_Color_of_COVID",17,2020,"cnn",8,1,0,2.39789527279837,8,0,43
0,6,"cnn","The_Color_of_COVID",20,2020,"cnn",11,1,0,1.79175946922805,11,0,43
20,92,"cnn","The_Color_of_COVID_The_Vaccines_A_CNN_Town_Hall",51,2020,"cnn",42,1,0,4.52178857704904,42,0,44
1,9,"cnn","The_Lead_With_Jake_Tapper",12,2020,"cnn",3,1,0,2.19722457733622,3,0,45
0,1,"cnn","The_Lead_With_Jake_Tapper",13,2020,"cnn",4,1,0,0,4,0,45
0,2,"cnn","The_Lead_With_Jake_Tapper",14,2020,"cnn",5,1,0,0.693147180559945,5,0,45
0,3,"cnn","The_Lead_With_Jake_Tapper",16,2020,"cnn",7,1,0,1.09861228866811,7,0,45
0,5,"cnn","The_Lead_With_Jake_Tapper",17,2020,"cnn",8,1,0,1.6094379124341,8,0,45
0,12,"cnn","The_Lead_With_Jake_Tapper",18,2020,"cnn",9,1,0,2.484906649788,9,0,45
0,2,"cnn","The_Lead_With_Jake_Tapper",20,2020,"cnn",11,1,0,0.693147180559945,11,0,45
0,2,"cnn","The_Lead_With_Jake_Tapper",23,2020,"cnn",14,1,0,0.693147180559945,14,0,45
0,2,"cnn","The_Lead_With_Jake_Tapper",24,2020,"cnn",15,1,0,0.693147180559945,15,0,45
0,2,"cnn","The_Lead_With_Jake_Tapper",25,2020,"cnn",16,1,0,0.693147180559945,16,0,45
1,11,"cnn","The_Lead_With_Jake_Tapper",26,2020,"cnn",17,1,0,2.39789527279837,17,0,45
0,10,"cnn","The_Lead_With_Jake_Tapper",27,2020,"cnn",18,1,0,2.30258509299405,18,0,45
1,17,"cnn","The_Lead_With_Jake_Tapper",28,2020,"cnn",19,1,0,2.83321334405622,19,0,45
0,7,"cnn","The_Lead_With_Jake_Tapper",29,2020,"cnn",20,1,0,1.94591014905531,20,0,45
0,6,"cnn","The_Lead_With_Jake_Tapper",30,2020,"cnn",21,1,0,1.79175946922805,21,0,45
0,5,"cnn","The_Lead_With_Jake_Tapper",31,2020,"cnn",22,1,0,1.6094379124341,22,0,45
0,3,"cnn","The_Lead_With_Jake_Tapper",32,2020,"cnn",23,1,0,1.09861228866811,23,0,45
0,8,"cnn","The_Lead_With_Jake_Tapper",33,2020,"cnn",24,1,0,2.07944154167984,24,0,45
0,6,"cnn","The_Lead_With_Jake_Tapper",34,2020,"cnn",25,1,0,1.79175946922805,25,0,45
0,5,"cnn","The_Lead_With_Jake_Tapper",35,2020,"cnn",26,1,0,1.6094379124341,26,0,45
0,6,"cnn","The_Lead_With_Jake_Tapper",37,2020,"cnn",28,1,0,1.79175946922805,28,0,45
0,9,"cnn","The_Lead_With_Jake_Tapper",38,2020,"cnn",29,1,0,2.19722457733622,29,0,45
0,1,"cnn","The_Lead_With_Jake_Tapper",39,2020,"cnn",30,1,0,0,30,0,45
0,8,"cnn","The_Lead_With_Jake_Tapper",40,2020,"cnn",31,1,0,2.07944154167984,31,0,45
0,14,"cnn","The_Lead_With_Jake_Tapper",41,2020,"cnn",32,1,0,2.63905732961526,32,0,45
0,17,"cnn","The_Lead_With_Jake_Tapper",42,2020,"cnn",33,1,0,2.83321334405622,33,0,45
0,11,"cnn","The_Lead_With_Jake_Tapper",43,2020,"cnn",34,1,0,2.39789527279837,34,0,45
0,13,"cnn","The_Lead_With_Jake_Tapper",44,2020,"cnn",35,1,0,2.56494935746154,35,0,45
0,16,"cnn","The_Lead_With_Jake_Tapper",46,2020,"cnn",37,1,0,2.77258872223978,37,0,45
0,14,"cnn","The_Lead_With_Jake_Tapper",47,2020,"cnn",38,1,0,2.63905732961526,38,0,45
0,7,"cnn","The_Lead_With_Jake_Tapper",48,2020,"cnn",39,1,0,1.94591014905531,39,0,45
0,7,"cnn","The_Lead_With_Jake_Tapper",49,2020,"cnn",40,1,0,1.94591014905531,40,0,45
0,1,"cnn","The_Lead_With_Jake_Tapper",50,2020,"cnn",41,1,0,0,41,0,45
0,13,"cnn","The_Lead_With_Jake_Tapper",51,2020,"cnn",42,1,0,2.56494935746154,42,0,45
0,4,"cnn","The_Lead_With_Jake_Tapper",52,2020,"cnn",43,1,0,1.38629436111989,43,0,45
0,3,"cnn","The_Lead_With_Jake_Tapper",53,2020,"cnn",44,1,0,1.09861228866811,44,0,45
0,18,"cnn","The_Post-COVID-19_World_A_Fareed_Zakaria_GPS_Special",19,2020,"cnn",10,1,0,2.89037175789616,10,0,46
0,10,"cnn","The_Situation_Room_With_Wolf_Blitzer",12,2020,"cnn",3,1,0,2.30258509299405,3,0,47
0,1,"cnn","The_Situation_Room_With_Wolf_Blitzer",13,2020,"cnn",4,1,0,0,4,0,47
0,1,"cnn","The_Situation_Room_With_Wolf_Blitzer",14,2020,"cnn",5,1,0,0,5,0,47
0,8,"cnn","The_Situation_Room_With_Wolf_Blitzer",15,2020,"cnn",6,1,0,2.07944154167984,6,0,47
1,12,"cnn","The_Situation_Room_With_Wolf_Blitzer",16,2020,"cnn",7,1,0,2.484906649788,7,0,47
0,11,"cnn","The_Situation_Room_With_Wolf_Blitzer",17,2020,"cnn",8,1,0,2.39789527279837,8,0,47
0,12,"cnn","The_Situation_Room_With_Wolf_Blitzer",18,2020,"cnn",9,1,0,2.484906649788,9,0,47
0,2,"cnn","The_Situation_Room_With_Wolf_Blitzer",19,2020,"cnn",10,1,0,0.693147180559945,10,0,47
1,3,"cnn","The_Situation_Room_With_Wolf_Blitzer",20,2020,"cnn",11,1,0,1.09861228866811,11,0,47
0,2,"cnn","The_Situation_Room_With_Wolf_Blitzer",21,2020,"cnn",12,1,0,0.693147180559945,12,0,47
0,4,"cnn","The_Situation_Room_With_Wolf_Blitzer",22,2020,"cnn",13,1,0,1.38629436111989,13,0,47
0,3,"cnn","The_Situation_Room_With_Wolf_Blitzer",23,2020,"cnn",14,1,0,1.09861228866811,14,0,47
0,2,"cnn","The_Situation_Room_With_Wolf_Blitzer",24,2020,"cnn",15,1,0,0.693147180559945,15,0,47
0,5,"cnn","The_Situation_Room_With_Wolf_Blitzer",25,2020,"cnn",16,1,0,1.6094379124341,16,0,47
0,21,"cnn","The_Situation_Room_With_Wolf_Blitzer",26,2020,"cnn",17,1,0,3.04452243772342,17,0,47
0,14,"cnn","The_Situation_Room_With_Wolf_Blitzer",27,2020,"cnn",18,1,0,2.63905732961526,18,0,47
1,16,"cnn","The_Situation_Room_With_Wolf_Blitzer",28,2020,"cnn",19,1,0,2.77258872223978,19,0,47
0,12,"cnn","The_Situation_Room_With_Wolf_Blitzer",29,2020,"cnn",20,1,0,2.484906649788,20,0,47
0,17,"cnn","The_Situation_Room_With_Wolf_Blitzer",30,2020,"cnn",21,1,0,2.83321334405622,21,0,47
0,40,"cnn","The_Situation_Room_With_Wolf_Blitzer",31,2020,"cnn",22,1,0,3.68887945411394,22,0,47
0,20,"cnn","The_Situation_Room_With_Wolf_Blitzer",32,2020,"cnn",23,1,0,2.99573227355399,23,0,47
0,16,"cnn","The_Situation_Room_With_Wolf_Blitzer",33,2020,"cnn",24,1,0,2.77258872223978,24,0,47
0,3,"cnn","The_Situation_Room_With_Wolf_Blitzer",34,2020,"cnn",25,1,0,1.09861228866811,25,0,47
0,11,"cnn","The_Situation_Room_With_Wolf_Blitzer",35,2020,"cnn",26,1,0,2.39789527279837,26,0,47
0,15,"cnn","The_Situation_Room_With_Wolf_Blitzer",36,2020,"cnn",27,1,0,2.70805020110221,27,0,47
0,24,"cnn","The_Situation_Room_With_Wolf_Blitzer",37,2020,"cnn",28,1,0,3.17805383034795,28,0,47
0,35,"cnn","The_Situation_Room_With_Wolf_Blitzer",38,2020,"cnn",29,1,0,3.55534806148941,29,0,47
0,21,"cnn","The_Situation_Room_With_Wolf_Blitzer",39,2020,"cnn",30,1,0,3.04452243772342,30,0,47
0,55,"cnn","The_Situation_Room_With_Wolf_Blitzer",40,2020,"cnn",31,1,0,4.00733318523247,31,0,47
0,49,"cnn","The_Situation_Room_With_Wolf_Blitzer",41,2020,"cnn",32,1,0,3.89182029811063,32,0,47
0,24,"cnn","The_Situation_Room_With_Wolf_Blitzer",42,2020,"cnn",33,1,0,3.17805383034795,33,0,47
1,43,"cnn","The_Situation_Room_With_Wolf_Blitzer",43,2020,"cnn",34,1,0,3.76120011569356,34,0,47
0,25,"cnn","The_Situation_Room_With_Wolf_Blitzer",44,2020,"cnn",35,1,0,3.2188758248682,35,0,47
2,24,"cnn","The_Situation_Room_With_Wolf_Blitzer",45,2020,"cnn",36,1,0,3.17805383034795,36,0,47
0,61,"cnn","The_Situation_Room_With_Wolf_Blitzer",46,2020,"cnn",37,1,0,4.11087386417331,37,0,47
0,102,"cnn","The_Situation_Room_With_Wolf_Blitzer",47,2020,"cnn",38,1,0,4.62497281328427,38,0,47
0,24,"cnn","The_Situation_Room_With_Wolf_Blitzer",48,2020,"cnn",39,1,0,3.17805383034795,39,0,47
0,53,"cnn","The_Situation_Room_With_Wolf_Blitzer",49,2020,"cnn",40,1,0,3.97029191355212,40,0,47
0,47,"cnn","The_Situation_Room_With_Wolf_Blitzer",50,2020,"cnn",41,1,0,3.85014760171006,41,0,47
1,34,"cnn","The_Situation_Room_With_Wolf_Blitzer",51,2020,"cnn",42,1,0,3.52636052461616,42,0,47
0,34,"cnn","The_Situation_Room_With_Wolf_Blitzer",52,2020,"cnn",43,1,0,3.52636052461616,43,0,47
0,9,"cnn","The_Situation_Room_With_Wolf_Blitzer",53,2020,"cnn",44,1,0,2.19722457733622,44,0,47
0,67,"cnn","Vice_Presidential_Debate",41,2020,"cnn",32,1,0,4.20469261939097,32,0,48
0,2,"cnn","We_Remember_A_National_Memorial_Service_for_Covid-19",22,2020,"cnn",13,1,0,0.693147180559945,13,0,49
0,2,"cnn","William_Barr_House_Judiciary_Hearing",30,2020,"cnn",21,1,0,0.693147180559945,21,0,50
0,9,"fox","America_Together_Keeping_the_Faith",15,2020,"fox",6,0,0,2.19722457733622,0,0,51
0,3,"fox","America_vs._Virus",12,2020,"fox",3,0,0,1.09861228866811,0,0,52
0,20,"fox","Americas_News_Headquarters",9,2020,"fox",0,0,0,2.99573227355399,0,0,53
0,32,"fox","Americas_News_Headquarters",10,2020,"fox",1,0,0,3.46573590279973,0,0,53
0,24,"fox","Americas_News_Headquarters",11,2020,"fox",2,0,0,3.17805383034795,0,0,53
0,12,"fox","Americas_News_Headquarters",12,2020,"fox",3,0,0,2.484906649788,0,0,53
0,6,"fox","Americas_News_Headquarters",13,2020,"fox",4,0,0,1.79175946922805,0,0,53
0,22,"fox","Americas_News_Headquarters",14,2020,"fox",5,0,0,3.09104245335832,0,0,53
0,45,"fox","Americas_News_Headquarters",15,2020,"fox",6,0,0,3.80666248977032,0,0,53
0,38,"fox","Americas_News_Headquarters",16,2020,"fox",7,0,0,3.63758615972639,0,0,53
0,29,"fox","Americas_News_Headquarters",17,2020,"fox",8,0,0,3.36729582998647,0,0,53
0,35,"fox","Americas_News_Headquarters",18,2020,"fox",9,0,0,3.55534806148941,0,0,53
0,14,"fox","Americas_News_Headquarters",19,2020,"fox",10,0,0,2.63905732961526,0,0,53
0,8,"fox","Americas_News_Headquarters",20,2020,"fox",11,0,0,2.07944154167984,0,0,53
0,18,"fox","Americas_News_Headquarters",21,2020,"fox",12,0,0,2.89037175789616,0,0,53
0,3,"fox","Americas_News_Headquarters",23,2020,"fox",14,0,0,1.09861228866811,0,0,53
0,4,"fox","Americas_News_Headquarters",24,2020,"fox",15,0,0,1.38629436111989,0,0,53
0,13,"fox","Americas_News_Headquarters",25,2020,"fox",16,0,0,2.56494935746154,0,0,53
0,10,"fox","Americas_News_Headquarters",26,2020,"fox",17,0,0,2.30258509299405,0,0,53
0,22,"fox","Americas_News_Headquarters",27,2020,"fox",18,0,0,3.09104245335832,0,0,53
0,16,"fox","Americas_News_Headquarters",28,2020,"fox",19,0,0,2.77258872223978,0,0,53
0,31,"fox","Americas_News_Headquarters",29,2020,"fox",20,0,0,3.43398720448515,0,0,53
0,17,"fox","Americas_News_Headquarters",30,2020,"fox",21,0,0,2.83321334405622,0,0,53
0,28,"fox","Americas_News_Headquarters",31,2020,"fox",22,0,0,3.3322045101752,0,0,53
0,26,"fox","Americas_News_Headquarters",32,2020,"fox",23,0,0,3.25809653802148,0,0,53
0,7,"fox","Americas_News_Headquarters",33,2020,"fox",24,0,0,1.94591014905531,0,0,53
0,1,"fox","Americas_News_Headquarters",34,2020,"fox",25,0,0,0,0,0,53
0,10,"fox","Americas_News_Headquarters",37,2020,"fox",28,0,0,2.30258509299405,0,0,53
0,7,"fox","Americas_News_Headquarters",40,2020,"fox",31,0,0,1.94591014905531,0,0,53
0,11,"fox","Americas_News_Headquarters",41,2020,"fox",32,0,0,2.39789527279837,0,0,53
0,1,"fox","Americas_News_Headquarters",42,2020,"fox",33,0,0,0,0,0,53
0,6,"fox","Americas_News_Headquarters",43,2020,"fox",34,0,0,1.79175946922805,0,0,53
0,5,"fox","Americas_News_Headquarters",46,2020,"fox",37,0,0,1.6094379124341,0,0,53
0,9,"fox","Americas_News_Headquarters",47,2020,"fox",38,0,0,2.19722457733622,0,0,53
0,10,"fox","Americas_News_Headquarters",48,2020,"fox",39,0,0,2.30258509299405,0,0,53
0,7,"fox","Americas_News_Headquarters",49,2020,"fox",40,0,0,1.94591014905531,0,0,53
0,18,"fox","Americas_News_Headquarters",50,2020,"fox",41,0,0,2.89037175789616,0,0,53
0,5,"fox","Americas_News_Headquarters",51,2020,"fox",42,0,0,1.6094379124341,0,0,53
0,4,"fox","Americas_News_Headquarters",52,2020,"fox",43,0,0,1.38629436111989,0,0,53
0,8,"fox","Americas_Newsroom",9,2020,"fox",0,0,0,2.07944154167984,0,0,54
0,68,"fox","Americas_Newsroom",10,2020,"fox",1,0,0,4.21950770517611,0,0,54
3,68,"fox","Americas_Newsroom",11,2020,"fox",2,0,0,4.21950770517611,0,0,54
0,58,"fox","Americas_Newsroom",12,2020,"fox",3,0,0,4.06044301054642,0,0,54
0,26,"fox","Americas_Newsroom",13,2020,"fox",4,0,0,3.25809653802148,0,0,54
0,59,"fox","Americas_Newsroom",14,2020,"fox",5,0,0,4.07753744390572,0,0,54
0,33,"fox","Americas_Newsroom",15,2020,"fox",6,0,0,3.49650756146648,0,0,54
0,35,"fox","Americas_Newsroom",16,2020,"fox",7,0,0,3.55534806148941,0,0,54
0,35,"fox","Americas_Newsroom",17,2020,"fox",8,0,0,3.55534806148941,0,0,54
0,33,"fox","Americas_Newsroom",18,2020,"fox",9,0,0,3.49650756146648,0,0,54
0,30,"fox","Americas_Newsroom",19,2020,"fox",10,0,0,3.40119738166216,0,0,54
0,41,"fox","Americas_Newsroom",20,2020,"fox",11,0,0,3.71357206670431,0,0,54
0,34,"fox","Americas_Newsroom",21,2020,"fox",12,0,0,3.52636052461616,0,0,54
0,6,"fox","Americas_Newsroom",22,2020,"fox",13,0,0,1.79175946922805,0,0,54
0,4,"fox","Americas_Newsroom",23,2020,"fox",14,0,0,1.38629436111989,0,0,54
0,13,"fox","Americas_Newsroom",24,2020,"fox",15,0,0,2.56494935746154,0,0,54
0,7,"fox","Americas_Newsroom",25,2020,"fox",16,0,0,1.94591014905531,0,0,54
1,46,"fox","Americas_Newsroom",26,2020,"fox",17,0,0,3.8286413964891,0,0,54
0,14,"fox","Americas_Newsroom",27,2020,"fox",18,0,0,2.63905732961526,0,0,54
0,54,"fox","Americas_Newsroom",28,2020,"fox",19,0,0,3.98898404656427,0,0,54
0,33,"fox","Americas_Newsroom",29,2020,"fox",20,0,0,3.49650756146648,0,0,54
0,55,"fox","Americas_Newsroom",30,2020,"fox",21,0,0,4.00733318523247,0,0,54
0,26,"fox","Americas_Newsroom",31,2020,"fox",22,0,0,3.25809653802148,0,0,54
0,31,"fox","Americas_Newsroom",32,2020,"fox",23,0,0,3.43398720448515,0,0,54
0,50,"fox","Americas_Newsroom",33,2020,"fox",24,0,0,3.91202300542815,0,0,54
0,27,"fox","Americas_Newsroom",34,2020,"fox",25,0,0,3.29583686600433,0,0,54
0,3,"fox","Americas_Newsroom",35,2020,"fox",26,0,0,1.09861228866811,0,0,54
0,37,"fox","Americas_Newsroom",36,2020,"fox",27,0,0,3.61091791264422,0,0,54
0,49,"fox","Americas_Newsroom",37,2020,"fox",28,0,0,3.89182029811063,0,0,54
0,31,"fox","Americas_Newsroom",38,2020,"fox",29,0,0,3.43398720448515,0,0,54
0,47,"fox","Americas_Newsroom",39,2020,"fox",30,0,0,3.85014760171006,0,0,54
0,55,"fox","Americas_Newsroom",40,2020,"fox",31,0,0,4.00733318523247,0,0,54
0,45,"fox","Americas_Newsroom",41,2020,"fox",32,0,0,3.80666248977032,0,0,54
0,17,"fox","Americas_Newsroom",42,2020,"fox",33,0,0,2.83321334405622,0,0,54
0,16,"fox","Americas_Newsroom",43,2020,"fox",34,0,0,2.77258872223978,0,0,54
0,18,"fox","Americas_Newsroom",44,2020,"fox",35,0,0,2.89037175789616,0,0,54
0,5,"fox","Americas_Newsroom",45,2020,"fox",36,0,0,1.6094379124341,0,0,54
0,21,"fox","Americas_Newsroom",46,2020,"fox",37,0,0,3.04452243772342,0,0,54
0,70,"fox","Americas_Newsroom",47,2020,"fox",38,0,0,4.24849524204936,0,0,54
0,38,"fox","Americas_Newsroom",48,2020,"fox",39,0,0,3.63758615972639,0,0,54
0,44,"fox","Americas_Newsroom",49,2020,"fox",40,0,0,3.78418963391826,0,0,54
0,24,"fox","Americas_Newsroom",50,2020,"fox",41,0,0,3.17805383034795,0,0,54
0,37,"fox","Americas_Newsroom",51,2020,"fox",42,0,0,3.61091791264422,0,0,54
0,58,"fox","Americas_Newsroom",52,2020,"fox",43,0,0,4.06044301054642,0,0,54
0,11,"fox","Americas_Newsroom",53,2020,"fox",44,0,0,2.39789527279837,0,0,54
